intersection_key,Latitude,Longitude,rank_SW,rank_SA,rank_delta_SA_minus_SW
LUBBOCK|LUBBOCK|33.5756|-101.8418||IH0027,33.5756,-101.8418,390.5,5915.0,5524.5
LUBBOCK|LUBBOCK|33.5756|-101.9309|21ST STREET|CHICAGO AVENUE,33.5756,-101.9309,4152.0,5282.0,1130.0
LUBBOCK|LUBBOCK|33.5757|-101.9044||MARSHA SHARP FWY,33.5757,-101.9044,2031.5,372.0,-1659.5
LUBBOCK|LUBBOCK|33.5757|-101.9772||URBANA PL,33.5757,-101.9772,1312.0,3816.0,2504.0
LUBBOCK|LUBBOCK|33.5758|-101.8942||LOUISVILLE AVENUE,33.5758,-101.8942,1312.0,5385.0,4073.0
LUBBOCK|LUBBOCK|33.5759|-101.8553|US0062|US0084,33.5759,-101.8553,4152.0,5670.0,1518.0
LUBBOCK|LUBBOCK|33.5759|-101.8553||US0084,33.5759,-101.8553,4152.0,5574.0,1422.0
LUBBOCK|LUBBOCK|33.5759|-101.8578||21ST STREET,33.5759,-101.8578,4152.0,2789.0,-1363.0
LUBBOCK|LUBBOCK|33.5760|-101.8880|21ST STREET|INDIANA AVENUE,33.576,-101.888,4152.0,3357.0,-795.0
LUBBOCK|LUBBOCK|33.5760|-101.9051||QUAKER AVENUE,33.576,-101.9051,4152.0,4464.0,312.0
LUBBOCK|LUBBOCK|33.5761|-101.9039||MARSHA SHARP FWY,33.5761,-101.9039,2031.5,367.0,-1664.5
LUBBOCK|LUBBOCK|33.5764|-101.8184|CANYON LAKE DRIVE|MARTIN L KING BOULEVARD,33.5764,-101.8184,4152.0,1687.0,-2465.0
LUBBOCK|LUBBOCK|33.5764|-101.8184|CANYON LAKE DRIVE|MARTIN LUTHER KING JR BOULEVARD,33.5764,-101.8184,4152.0,2267.0,-1885.0
LUBBOCK|LUBBOCK|33.5765|-101.8414||IH0027,33.5765,-101.8414,4152.0,5998.0,1846.0
LUBBOCK|LUBBOCK|33.5767|-101.8630||AVENUE V,33.5767,-101.863,4152.0,4436.0,284.0
LUBBOCK|LUBBOCK|33.5767|-101.8751||BOSTON AVENUE,33.5767,-101.8751,4152.0,3547.0,-605.0
LUBBOCK|LUBBOCK|33.5767|-101.9440||SL0289,33.5767,-101.944,4152.0,5970.0,1818.0
LUBBOCK|LUBBOCK|33.5767|-101.9484||IOLA AVENUE,33.5767,-101.9484,4152.0,4746.0,594.0
LUBBOCK|LUBBOCK|33.5768|-101.8413||IH0027,33.5768,-101.8413,2031.5,3703.0,1671.5
LUBBOCK|LUBBOCK|33.5769|-101.8883||20TH STREET,33.5769,-101.8883,4152.0,3744.0,-408.0
LUBBOCK|LUBBOCK|33.5771|-101.8411||IH0027,33.5771,-101.8411,4152.0,6008.0,1856.0
LUBBOCK|LUBBOCK|33.5774|-101.9017||MARSHA SHARP FWY,33.5774,-101.9017,4152.0,5278.0,1126.0
LUBBOCK|LUBBOCK|33.5777|-101.9224||SLIDE ROAD,33.5777,-101.9224,4152.0,2535.0,-1617.0
LUBBOCK|LUBBOCK|33.5777|-101.9439||SL0289,33.5777,-101.9439,4152.0,5931.0,1779.0
LUBBOCK|LUBBOCK|33.5777|-102.0091|FM0179|SH0114,33.5777,-102.0091,99.0,39.0,-60.0
LUBBOCK|LUBBOCK|33.5777|-102.0094||SH0114,33.5777,-102.0094,4152.0,2612.0,-1540.0
LUBBOCK|LUBBOCK|33.5777|-102.0264|SH0114|SS0309,33.5777,-102.0264,390.5,149.0,-241.5
LUBBOCK|LUBBOCK|33.5778|-101.7877||SL0289,33.5778,-101.7877,4152.0,2335.0,-1817.0
LUBBOCK|LUBBOCK|33.5778|-101.8394|IH0027|US0062,33.5778,-101.8394,4152.0,1271.0,-2881.0
LUBBOCK|LUBBOCK|33.5778|-101.8402||US0062,33.5778,-101.8402,4152.0,2241.0,-1911.0
LUBBOCK|LUBBOCK|33.5778|-101.8552|US0062|US0084,33.5778,-101.8552,4152.0,4310.0,158.0
LUBBOCK|LUBBOCK|33.5778|-101.8553|US0062|US0084,33.5778,-101.8553,4.5,2.0,-2.5
LUBBOCK|LUBBOCK|33.5778|-101.8554||US0062,33.5778,-101.8554,4152.0,3546.0,-606.0
LUBBOCK|LUBBOCK|33.5778|-101.8563||US0062,33.5778,-101.8563,4152.0,3748.0,-404.0
LUBBOCK|LUBBOCK|33.5778|-101.8564|AVENUE R|US0062,33.5778,-101.8564,1312.0,5429.0,4117.0
LUBBOCK|LUBBOCK|33.5778|-101.8573||US0062,33.5778,-101.8573,4152.0,5596.0,1444.0
LUBBOCK|LUBBOCK|33.5778|-101.8577|S AVENUE|US0062,33.5778,-101.8577,4152.0,4545.0,393.0
LUBBOCK|LUBBOCK|33.5778|-101.8578||US0062,33.5778,-101.8578,390.5,3165.0,2774.5
LUBBOCK|LUBBOCK|33.5778|-101.8600||US0062,33.5778,-101.86,4152.0,3779.0,-373.0
LUBBOCK|LUBBOCK|33.5778|-101.8619|AVENUE U|US0062,33.5778,-101.8619,1312.0,3013.0,1701.0
LUBBOCK|LUBBOCK|33.5778|-101.8619|US0062|US0084,33.5778,-101.8619,4152.0,3318.0,-834.0
LUBBOCK|LUBBOCK|33.5778|-101.8634||US0062,33.5778,-101.8634,4152.0,5638.0,1486.0
LUBBOCK|LUBBOCK|33.5778|-101.8639||US0062,33.5778,-101.8639,4152.0,3994.0,-158.0
LUBBOCK|LUBBOCK|33.5778|-101.8640|AVENUE V|US0062,33.5778,-101.864,1312.0,3009.0,1697.0
LUBBOCK|LUBBOCK|33.5778|-101.8649||US0062,33.5778,-101.8649,4152.0,5561.0,1409.0
LUBBOCK|LUBBOCK|33.5778|-101.8651|US0062|US0084,33.5778,-101.8651,4152.0,4828.0,676.0
LUBBOCK|LUBBOCK|33.5778|-101.8659||US0062,33.5778,-101.8659,4152.0,5300.0,1148.0
LUBBOCK|LUBBOCK|33.5778|-101.8660||US0062,33.5778,-101.866,4152.0,4677.0,525.0
LUBBOCK|LUBBOCK|33.5778|-101.8661||US0062,33.5778,-101.8661,4152.0,3373.0,-779.0
LUBBOCK|LUBBOCK|33.5778|-101.8662|US0062|W AVENUE,33.5778,-101.8662,4152.0,3847.0,-305.0
LUBBOCK|LUBBOCK|33.5778|-101.8662||US0062,33.5778,-101.8662,4152.0,3916.0,-236.0
LUBBOCK|LUBBOCK|33.5778|-101.8677||US0062,33.5778,-101.8677,4152.0,2831.0,-1321.0
LUBBOCK|LUBBOCK|33.5778|-101.8683|AVENUE X|US0062,33.5778,-101.8683,4152.0,5623.0,1471.0
LUBBOCK|LUBBOCK|33.5778|-101.8685||US0062,33.5778,-101.8685,4152.0,4716.0,564.0
LUBBOCK|LUBBOCK|33.5778|-101.9112||SH0114,33.5778,-101.9112,390.5,4366.0,3975.5
LUBBOCK|LUBBOCK|33.5778|-101.9115||SH0114,33.5778,-101.9115,4152.0,4111.0,-41.0
LUBBOCK|LUBBOCK|33.5778|-101.9167|SH0114|VICKSBURG AVENUE,33.5778,-101.9167,1312.0,231.0,-1081.0
LUBBOCK|LUBBOCK|33.5778|-101.9171||SH0114,33.5778,-101.9171,390.5,5746.0,5355.5
LUBBOCK|LUBBOCK|33.5778|-101.9219|SH0114|SLIDE ROAD,33.5778,-101.9219,4152.0,4514.0,362.0
LUBBOCK|LUBBOCK|33.5778|-101.9224|SH0114|SLIDE ROAD,33.5778,-101.9224,32.0,21.0,-11.0
LUBBOCK|LUBBOCK|33.5778|-101.9224|SH0114|US0062,33.5778,-101.9224,32.0,107.0,75.0
LUBBOCK|LUBBOCK|33.5778|-101.9255||SH0114,33.5778,-101.9255,4152.0,5733.0,1581.0
LUBBOCK|LUBBOCK|33.5778|-101.9257||SH0114,33.5778,-101.9257,1312.0,5523.0,4211.0
LUBBOCK|LUBBOCK|33.5778|-101.9281|BANGOR AVENUE|SH0114,33.5778,-101.9281,4152.0,5632.0,1480.0
LUBBOCK|LUBBOCK|33.5778|-101.9289|BRENTWOOD CIR|SH0114,33.5778,-101.9289,4152.0,5772.0,1620.0
LUBBOCK|LUBBOCK|33.5778|-101.9307||SH0114,33.5778,-101.9307,1312.0,5634.0,4322.0
LUBBOCK|LUBBOCK|33.5778|-101.9311|CHICAGO AVENUE|SH0114,33.5778,-101.9311,135.5,71.0,-64.5
LUBBOCK|LUBBOCK|33.5778|-101.9324||SH0114,33.5778,-101.9324,4152.0,3983.0,-169.0
LUBBOCK|LUBBOCK|33.5778|-101.9338||SH0114,33.5778,-101.9338,4152.0,5427.0,1275.0
LUBBOCK|LUBBOCK|33.5778|-101.9339|DOVER AVENUE|SH0114,33.5778,-101.9339,2031.5,509.0,-1522.5
LUBBOCK|LUBBOCK|33.5778|-101.9339|SH0114|SL0289,33.5778,-101.9339,4152.0,4037.0,-115.0
LUBBOCK|LUBBOCK|33.5778|-101.9356|EILEEN BOULEVARD|SH0114,33.5778,-101.9356,4152.0,4600.0,448.0
LUBBOCK|LUBBOCK|33.5778|-101.9356|SH0114|SL0289,33.5778,-101.9356,4152.0,4846.0,694.0
LUBBOCK|LUBBOCK|33.5778|-101.9393||SH0114,33.5778,-101.9393,4152.0,5548.0,1396.0
LUBBOCK|LUBBOCK|33.5778|-101.9398|FRANKFORD AVENUE|SH0114,33.5778,-101.9398,99.0,53.0,-46.0
LUBBOCK|LUBBOCK|33.5778|-101.9398||SH0114,33.5778,-101.9398,4152.0,4657.0,505.0
LUBBOCK|LUBBOCK|33.5778|-101.9404||SH0114,33.5778,-101.9404,4152.0,5524.0,1372.0
LUBBOCK|LUBBOCK|33.5778|-101.9423|SH0114|SL0289,33.5778,-101.9423,1312.0,4107.0,2795.0
LUBBOCK|LUBBOCK|33.5778|-101.9439|SH0114|SL0289,33.5778,-101.9439,8.0,4.0,-4.0
LUBBOCK|LUBBOCK|33.5778|-101.9439||SL0289,33.5778,-101.9439,4152.0,5999.0,1847.0
LUBBOCK|LUBBOCK|33.5778|-101.9447|SH0114|SL0289,33.5778,-101.9447,4152.0,5817.0,1665.0
LUBBOCK|LUBBOCK|33.5778|-101.9468|IOLA AVENUE|SH0114,33.5778,-101.9468,4152.0,5897.0,1745.0
LUBBOCK|LUBBOCK|33.5778|-101.9481||SH0114,33.5778,-101.9481,4152.0,5909.0,1757.0
LUBBOCK|LUBBOCK|33.5778|-101.9482||SH0114,33.5778,-101.9482,4152.0,5827.0,1675.0
LUBBOCK|LUBBOCK|33.5778|-101.9483||SH0114,33.5778,-101.9483,4152.0,5913.0,1761.0
LUBBOCK|LUBBOCK|33.5778|-101.9484|IOLA AVENUE|SH0114,33.5778,-101.9484,669.0,218.0,-451.0
LUBBOCK|LUBBOCK|33.5778|-101.9501||SH0114,33.5778,-101.9501,4152.0,5892.0,1740.0
LUBBOCK|LUBBOCK|33.5778|-101.9507||SH0114,33.5778,-101.9507,1312.0,5837.0,4525.0
LUBBOCK|LUBBOCK|33.5778|-101.9509||SH0114,33.5778,-101.9509,390.5,5850.0,5459.5
LUBBOCK|LUBBOCK|33.5778|-101.9523||SH0114,33.5778,-101.9523,2031.5,998.0,-1033.5
LUBBOCK|LUBBOCK|33.5778|-101.9524||SH0114,33.5778,-101.9524,2031.5,568.0,-1463.5
LUBBOCK|LUBBOCK|33.5778|-101.9526||SH0114,33.5778,-101.9526,2031.5,814.0,-1217.5
LUBBOCK|LUBBOCK|33.5778|-101.9531||SH0114,33.5778,-101.9531,2031.5,619.0,-1412.5
LUBBOCK|LUBBOCK|33.5778|-101.9544|LA SALLE AVENUE|SH0114,33.5778,-101.9544,2031.5,515.0,-1516.5
LUBBOCK|LUBBOCK|33.5778|-101.9549||SH0114,33.5778,-101.9549,4152.0,5914.0,1762.0
LUBBOCK|LUBBOCK|33.5778|-101.9562||SH0114,33.5778,-101.9562,4152.0,5822.0,1670.0
LUBBOCK|LUBBOCK|33.5778|-101.9568||SH0114,33.5778,-101.9568,2031.5,672.0,-1359.5
LUBBOCK|LUBBOCK|33.5778|-101.9572|MILWAUKEE AVENUE|SH0114,33.5778,-101.9572,43.5,67.0,23.5
LUBBOCK|LUBBOCK|33.5778|-101.9572|SH0114|SL0289,33.5778,-101.9572,4152.0,5832.0,1680.0
LUBBOCK|LUBBOCK|33.5778|-101.9575||SH0114,33.5778,-101.9575,2031.5,906.0,-1125.5
LUBBOCK|LUBBOCK|33.5778|-101.9577||SH0114,33.5778,-101.9577,4152.0,5802.0,1650.0
LUBBOCK|LUBBOCK|33.5778|-101.9592||SH0114,33.5778,-101.9592,4152.0,5869.0,1717.0
LUBBOCK|LUBBOCK|33.5778|-101.9615||SH0114,33.5778,-101.9615,4152.0,5863.0,1711.0
LUBBOCK|LUBBOCK|33.5778|-101.9642|SH0114|SL0289,33.5778,-101.9642,1312.0,5810.0,4498.0
LUBBOCK|LUBBOCK|33.5778|-101.9643|SH0114|SL0289,33.5778,-101.9643,4152.0,5868.0,1716.0
LUBBOCK|LUBBOCK|33.5778|-101.9744|SH0114|SL0289,33.5778,-101.9744,4152.0,4228.0,76.0
LUBBOCK|LUBBOCK|33.5778|-101.9744|SH0114|UPLAND AVENUE,33.5778,-101.9744,2031.5,429.0,-1602.5
LUBBOCK|LUBBOCK|33.5778|-101.9745|SH0114|UPLAND AVENUE,33.5778,-101.9745,4152.0,5578.0,1426.0
LUBBOCK|LUBBOCK|33.5778|-101.9751||SH0114,33.5778,-101.9751,4152.0,5493.0,1341.0
LUBBOCK|LUBBOCK|33.5778|-101.9807||SH0114,33.5778,-101.9807,4152.0,4095.0,-57.0
LUBBOCK|LUBBOCK|33.5778|-101.9831||SH0114,33.5778,-101.9831,4152.0,5332.0,1180.0
LUBBOCK|LUBBOCK|33.5778|-101.9908||SH0114,33.5778,-101.9908,4152.0,4092.0,-60.0
LUBBOCK|LUBBOCK|33.5778|-101.9918|ALCOVE AVENUE|SH0114,33.5778,-101.9918,4152.0,5665.0,1513.0
LUBBOCK|LUBBOCK|33.5778|-101.9931||SH0114,33.5778,-101.9931,4152.0,4389.0,237.0
LUBBOCK|LUBBOCK|33.5778|-101.9934||SH0114,33.5778,-101.9934,390.5,5560.0,5169.5
LUBBOCK|LUBBOCK|33.5778|-102.0000||19TH STREET,33.5778,-102.0,1312.0,2421.0,1109.0
LUBBOCK|LUBBOCK|33.5778|-102.0124||SH0114,33.5778,-102.0124,4152.0,3725.0,-427.0
LUBBOCK|LUBBOCK|33.5779|-101.8049||E 19TH STREET,33.5779,-101.8049,390.5,1440.0,1049.5
LUBBOCK|LUBBOCK|33.5779|-101.8359||US0062,33.5779,-101.8359,4152.0,1367.0,-2785.0
LUBBOCK|LUBBOCK|33.5779|-101.8364|AVENUE A|US0062,33.5779,-101.8364,4152.0,5090.0,938.0
LUBBOCK|LUBBOCK|33.5779|-101.8407|IH0027|US0062,33.5779,-101.8407,11.5,48.0,36.5
LUBBOCK|LUBBOCK|33.5779|-101.8409|US0062|US0087,33.5779,-101.8409,4152.0,2388.0,-1764.0
LUBBOCK|LUBBOCK|33.5779|-101.8421|AVENUE F|US0062,33.5779,-101.8421,4152.0,1919.0,-2233.0
LUBBOCK|LUBBOCK|33.5779|-101.8444|BUDDY HOLLY AVENUE|US0062,33.5779,-101.8444,4152.0,3665.0,-487.0
LUBBOCK|LUBBOCK|33.5779|-101.8446|BUDDY HOLLY AVENUE|US0062,33.5779,-101.8446,4152.0,2832.0,-1320.0
LUBBOCK|LUBBOCK|33.5779|-101.8454||US0062,33.5779,-101.8454,4152.0,4431.0,279.0
LUBBOCK|LUBBOCK|33.5779|-101.8478|AVENUE K|US0062,33.5779,-101.8478,4152.0,3674.0,-478.0
LUBBOCK|LUBBOCK|33.5779|-101.8486||US0062,33.5779,-101.8486,4152.0,4774.0,622.0
LUBBOCK|LUBBOCK|33.5779|-101.8487||US0062,33.5779,-101.8487,4152.0,3970.0,-182.0
LUBBOCK|LUBBOCK|33.5779|-101.8489|AVENUE L|US0062,33.5779,-101.8489,4152.0,4205.0,53.0
LUBBOCK|LUBBOCK|33.5779|-101.8520||US0062,33.5779,-101.852,4152.0,2461.0,-1691.0
LUBBOCK|LUBBOCK|33.5779|-101.8531|US0062|US0084,33.5779,-101.8531,4152.0,2045.0,-2107.0
LUBBOCK|LUBBOCK|33.5779|-101.8619||AVENUE U,33.5779,-101.8619,4152.0,1704.0,-2448.0
LUBBOCK|LUBBOCK|33.5779|-101.8707|UNIVERSITY AVENUE|US0062,33.5779,-101.8707,135.5,60.0,-75.5
LUBBOCK|LUBBOCK|33.5779|-101.8707|US0062|US0084,33.5779,-101.8707,4152.0,5053.0,901.0
LUBBOCK|LUBBOCK|33.5779|-101.8707||US0062,33.5779,-101.8707,4152.0,4881.0,729.0
LUBBOCK|LUBBOCK|33.5779|-101.8711||US0062,33.5779,-101.8711,1312.0,5512.0,4200.0
LUBBOCK|LUBBOCK|33.5779|-101.8744||US0062,33.5779,-101.8744,4152.0,3092.0,-1060.0
LUBBOCK|LUBBOCK|33.5779|-101.8747||US0062,33.5779,-101.8747,4152.0,4989.0,837.0
LUBBOCK|LUBBOCK|33.5779|-101.8752|BOSTON AVENUE|US0062,33.5779,-101.8752,75.0,63.0,-12.0
LUBBOCK|LUBBOCK|33.5779|-101.8752|US0062|US0084,33.5779,-101.8752,4152.0,5082.0,930.0
LUBBOCK|LUBBOCK|33.5779|-101.8752||US0062,33.5779,-101.8752,4152.0,5438.0,1286.0
LUBBOCK|LUBBOCK|33.5779|-101.8766||US0062,33.5779,-101.8766,4152.0,5473.0,1321.0
LUBBOCK|LUBBOCK|33.5779|-101.8878||US0062,33.5779,-101.8878,1312.0,4994.0,3682.0
LUBBOCK|LUBBOCK|33.5779|-101.8880|INDIANA AVENUE|US0062,33.5779,-101.888,75.0,68.0,-7.0
LUBBOCK|LUBBOCK|33.5779|-101.8880|US0062|US0082,33.5779,-101.888,4152.0,5725.0,1573.0
LUBBOCK|LUBBOCK|33.5779|-101.8883|INDIANA AVENUE|US0062,33.5779,-101.8883,1312.0,4359.0,3047.0
LUBBOCK|LUBBOCK|33.5779|-101.8886||US0062,33.5779,-101.8886,4152.0,5724.0,1572.0
LUBBOCK|LUBBOCK|33.5779|-101.8942|LOUISVILLE AVENUE|TEXAS PLAINS TRL,33.5779,-101.8942,4152.0,2596.0,-1556.0
LUBBOCK|LUBBOCK|33.5779|-101.8943|US0062|US0082,33.5779,-101.8943,4152.0,5084.0,932.0
LUBBOCK|LUBBOCK|33.5779|-101.8962||US0062,33.5779,-101.8962,4152.0,5142.0,990.0
LUBBOCK|LUBBOCK|33.5779|-101.8964|MEMPHIS AVENUE|US0062,33.5779,-101.8964,43.5,23.0,-20.5
LUBBOCK|LUBBOCK|33.5779|-101.8967|MEMPHIS AVENUE|US0062,33.5779,-101.8967,2031.5,451.0,-1580.5
LUBBOCK|LUBBOCK|33.5779|-101.9002||US0062,33.5779,-101.9002,4152.0,4643.0,491.0
LUBBOCK|LUBBOCK|33.5779|-101.9004||US0082,33.5779,-101.9004,4152.0,5846.0,1694.0
LUBBOCK|LUBBOCK|33.5779|-101.9030||SH0114,33.5779,-101.903,1312.0,5237.0,3925.0
LUBBOCK|LUBBOCK|33.5779|-101.9041||SH0114,33.5779,-101.9041,4152.0,5677.0,1525.0
LUBBOCK|LUBBOCK|33.5779|-101.9044||SH0114,33.5779,-101.9044,4152.0,5502.0,1350.0
LUBBOCK|LUBBOCK|33.5779|-101.9051|QUAKER AVENUE|SH0114,33.5779,-101.9051,2031.5,467.0,-1564.5
LUBBOCK|LUBBOCK|33.5779|-101.9051||SH0114,33.5779,-101.9051,4152.0,5721.0,1569.0
LUBBOCK|LUBBOCK|33.5779|-101.9054|QUAKER AVENUE|SH0114,33.5779,-101.9054,4152.0,4935.0,783.0
LUBBOCK|LUBBOCK|33.5779|-101.9054||SH0114,33.5779,-101.9054,4152.0,4370.0,218.0
LUBBOCK|LUBBOCK|33.5779|-101.9057||SH0114,33.5779,-101.9057,4152.0,5630.0,1478.0
LUBBOCK|LUBBOCK|33.5779|-101.9067||SH0114,33.5779,-101.9067,4152.0,3985.0,-167.0
LUBBOCK|LUBBOCK|33.5779|-101.9073|RALEIGH AVENUE|SH0114,33.5779,-101.9073,4152.0,5747.0,1595.0
LUBBOCK|LUBBOCK|33.5779|-101.9439|SH0114|SL0289,33.5779,-101.9439,4152.0,5790.0,1638.0
LUBBOCK|LUBBOCK|33.5779|-101.9439||SL0289,33.5779,-101.9439,4152.0,5692.0,1540.0
LUBBOCK|LUBBOCK|33.5780|-101.8287||US0062,33.578,-101.8287,4152.0,1243.0,-2909.0
LUBBOCK|LUBBOCK|33.5780|-101.8294|COMPRESS AVENUE|US0062,33.578,-101.8294,4152.0,3042.0,-1110.0
LUBBOCK|LUBBOCK|33.5780|-101.8407||IH0027,33.578,-101.8407,4152.0,5922.0,1770.0
LUBBOCK|LUBBOCK|33.5780|-101.8752||BOSTON AVENUE,33.578,-101.8752,4152.0,5303.0,1151.0
LUBBOCK|LUBBOCK|33.5780|-101.8776|DETROIT AVENUE|US0062,33.578,-101.8776,4152.0,4507.0,355.0
LUBBOCK|LUBBOCK|33.5780|-101.8806|FLINT AVENUE|US0062,33.578,-101.8806,4152.0,5602.0,1450.0
LUBBOCK|LUBBOCK|33.5780|-101.8808||US0062,33.578,-101.8808,4152.0,5600.0,1448.0
LUBBOCK|LUBBOCK|33.5780|-101.8809||US0062,33.578,-101.8809,4152.0,4683.0,531.0
LUBBOCK|LUBBOCK|33.5780|-101.8812|FLINT AVENUE|US0062,33.578,-101.8812,1312.0,179.0,-1133.0
LUBBOCK|LUBBOCK|33.5780|-101.8813|FLINT AVENUE|US0062,33.578,-101.8813,135.5,62.0,-73.5
LUBBOCK|LUBBOCK|33.5780|-101.8813|US0062|US0082,33.578,-101.8813,4152.0,4036.0,-116.0
LUBBOCK|LUBBOCK|33.5780|-101.8813||US0062,33.578,-101.8813,1312.0,4699.0,3387.0
LUBBOCK|LUBBOCK|33.5780|-101.8819||US0062,33.578,-101.8819,4152.0,5485.0,1333.0
LUBBOCK|LUBBOCK|33.5780|-101.8842||US0062,33.578,-101.8842,4152.0,2755.0,-1397.0
LUBBOCK|LUBBOCK|33.5780|-101.8850||US0062,33.578,-101.885,1312.0,2958.0,1646.0
LUBBOCK|LUBBOCK|33.5780|-101.8856|HARTFORD AVENUE|US0062,33.578,-101.8856,4152.0,2555.0,-1597.0
LUBBOCK|LUBBOCK|33.5780|-101.8857|HARTFORD AVENUE|US0062,33.578,-101.8857,4152.0,3367.0,-785.0
LUBBOCK|LUBBOCK|33.5780|-101.8989||US0062,33.578,-101.8989,1312.0,4853.0,3541.0
LUBBOCK|LUBBOCK|33.5781|-101.8250|IH0027|US0062,33.5781,-101.825,390.5,1003.0,612.5
LUBBOCK|LUBBOCK|33.5781|-101.8251||US0062,33.5781,-101.8251,4152.0,2908.0,-1244.0
LUBBOCK|LUBBOCK|33.5781|-101.8406||IH0027,33.5781,-101.8406,4152.0,5910.0,1758.0
LUBBOCK|LUBBOCK|33.5781|-101.8552|US0062|US0084,33.5781,-101.8552,4152.0,5567.0,1415.0
LUBBOCK|LUBBOCK|33.5782|-101.8231||US0062,33.5782,-101.8231,4152.0,4306.0,154.0
LUBBOCK|LUBBOCK|33.5783|-101.9744||UPLAND AVENUE,33.5783,-101.9744,4152.0,1383.0,-2769.0
LUBBOCK|LUBBOCK|33.5784|-101.8552||US0084,33.5784,-101.8552,4152.0,4941.0,789.0
LUBBOCK|LUBBOCK|33.5785|-101.9438||SL0289,33.5785,-101.9438,4152.0,5776.0,1624.0
LUBBOCK|LUBBOCK|33.5787|-101.9359||ELKHART AVENUE,33.5787,-101.9359,4152.0,3686.0,-466.0
LUBBOCK|LUBBOCK|33.5788|-101.8204|OAK AVENUE|US0062,33.5788,-101.8204,2031.5,241.0,-1790.5
LUBBOCK|LUBBOCK|33.5788|-101.9051||QUAKER AVENUE,33.5788,-101.9051,4152.0,4762.0,610.0
LUBBOCK|LUBBOCK|33.5790|-101.8364|18TH STREET|AVENUE A,33.579,-101.8364,4152.0,4093.0,-59.0
LUBBOCK|LUBBOCK|33.5790|-101.8444|18TH STREET|BUDDY HOLLY AVENUE,33.579,-101.8444,4152.0,2304.0,-1848.0
LUBBOCK|LUBBOCK|33.5790|-101.8444|BUDDY HOLLY AVENUE|BUDDY HOLLY AVENUE,33.579,-101.8444,1312.0,5305.0,3993.0
LUBBOCK|LUBBOCK|33.5790|-101.8456||TEXAS AVENUE,33.579,-101.8456,4152.0,3645.0,-507.0
LUBBOCK|LUBBOCK|33.5791|-101.8683||AVENUE X,33.5791,-101.8683,4152.0,5046.0,894.0
LUBBOCK|LUBBOCK|33.5792|-101.9020|18TH STREET|ORLANDO AVENUE,33.5792,-101.902,4152.0,5004.0,852.0
LUBBOCK|LUBBOCK|33.5793|-101.8979||US0082,33.5793,-101.8979,390.5,5891.0,5500.5
LUBBOCK|LUBBOCK|33.5795|-101.8184|IH0027|US0062,33.5795,-101.8184,75.0,101.0,26.0
LUBBOCK|LUBBOCK|33.5795|-101.8184|MARTIN LUTHER KING BOULEVARD|US0062,33.5795,-101.8184,4152.0,3840.0,-312.0
LUBBOCK|LUBBOCK|33.5795|-101.8184|MARTIN LUTHER KING JR BOULEVARD|US0062,33.5795,-101.8184,2031.5,389.0,-1642.5
LUBBOCK|LUBBOCK|33.5795|-101.8185|MARTIN LUTHER KING BOULEVARD|US0062,33.5795,-101.8185,4152.0,3897.0,-255.0
LUBBOCK|LUBBOCK|33.5795|-101.8886|INDIANA AVENUE|TEXAS TECH PKWY,33.5795,-101.8886,4152.0,3108.0,-1044.0
LUBBOCK|LUBBOCK|33.5796|-101.8184|IH0027|US0062,33.5796,-101.8184,99.0,177.0,78.0
LUBBOCK|LUBBOCK|33.5796|-101.8184||MARTIN LUTHER KING BOULEVARD,33.5796,-101.8184,4152.0,3601.0,-551.0
LUBBOCK|LUBBOCK|33.5796|-101.8887|INDIANA AVENUE|TEXAS TECH PKWY,33.5796,-101.8887,1312.0,183.0,-1129.0
LUBBOCK|LUBBOCK|33.5797|-101.8398||IH0027,33.5797,-101.8398,390.5,5831.0,5440.5
LUBBOCK|LUBBOCK|33.5798|-101.8221||E 17TH STREET,33.5798,-101.8221,4152.0,4946.0,794.0
LUBBOCK|LUBBOCK|33.5798|-101.8552||US0084,33.5798,-101.8552,4152.0,5712.0,1560.0
LUBBOCK|LUBBOCK|33.5798|-101.8771||18TH STREET,33.5798,-101.8771,4152.0,4811.0,659.0
LUBBOCK|LUBBOCK|33.5798|-101.8785||18TH STREET,33.5798,-101.8785,4152.0,5169.0,1017.0
LUBBOCK|LUBBOCK|33.5799|-101.8552|17TH STREET|US0084,33.5799,-101.8552,4152.0,5749.0,1597.0
LUBBOCK|LUBBOCK|33.5799|-101.8552|US0062|US0084,33.5799,-101.8552,4152.0,5771.0,1619.0
LUBBOCK|LUBBOCK|33.5799|-101.8662|17TH STREET|W AVENUE,33.5799,-101.8662,4152.0,4144.0,-8.0
LUBBOCK|LUBBOCK|33.5799|-101.8664||17TH STREET,33.5799,-101.8664,4152.0,4146.0,-6.0
LUBBOCK|LUBBOCK|33.5801|-101.8814||FLINT AVENUE,33.5801,-101.8814,4152.0,3525.0,-627.0
LUBBOCK|LUBBOCK|33.5801|-102.0091|17TH STREET|FM0179,33.5801,-102.0091,4152.0,925.0,-3227.0
LUBBOCK|LUBBOCK|33.5803|-101.8739||AKRON AVENUE,33.5803,-101.8739,4152.0,1333.0,-2819.0
LUBBOCK|LUBBOCK|33.5803|-101.8812|18TH STREET|FLINT AVENUE,33.5803,-101.8812,4152.0,5239.0,1087.0
LUBBOCK|LUBBOCK|33.5803|-101.8924|TEXAS TECH PKWY|TEXAS TECH PKWY,33.5803,-101.8924,4152.0,5297.0,1145.0
