,County,City,Lat,Long,RdNm1,RdNm2,rank_SW,rank_SA,rank_delta_SA_minus_SW,Latitude,Longitude,intersection_key
1711,LUBBOCK,LUBBOCK,33.5752,-101.8421,IH0027,US0062,4152.0,5902.0,1750.0,33.5752,-101.8421,LUBBOCK|LUBBOCK|33.5752|-101.8421|IH0027|US0062
1712,LUBBOCK,LUBBOCK,33.5752,-101.9051,MARSHA SHARP FWY,QUAKER AVENUE,669.0,95.0,-574.0,33.5752,-101.9051,LUBBOCK|LUBBOCK|33.5752|-101.9051|MARSHA SHARP FWY|QUAKER AVENUE
1713,LUBBOCK,LUBBOCK,33.5753,-101.7877,,SL0289,4152.0,4901.0,749.0,33.5753,-101.7877,LUBBOCK|LUBBOCK|33.5753|-101.7877||SL0289
1714,LUBBOCK,LUBBOCK,33.5753,-101.9224,21ST STREET,SLIDE ROAD,4152.0,3911.0,-241.0,33.5753,-101.9224,LUBBOCK|LUBBOCK|33.5753|-101.9224|21ST STREET|SLIDE ROAD
1715,LUBBOCK,LUBBOCK,33.5754,-101.8184,CANYON LAKE DRIVE,MARTIN L KING BOULEVARD,4152.0,2002.0,-2150.0,33.5754,-101.8184,LUBBOCK|LUBBOCK|33.5754|-101.8184|CANYON LAKE DRIVE|MARTIN L KING BOULEVARD
1716,LUBBOCK,LUBBOCK,33.5755,-101.8813,,FLINT AVENUE,4152.0,3803.0,-349.0,33.5755,-101.8813,LUBBOCK|LUBBOCK|33.5755|-101.8813||FLINT AVENUE
1717,LUBBOCK,LUBBOCK,33.5756,-101.8418,,IH0027,390.5,5915.0,5524.5,33.5756,-101.8418,LUBBOCK|LUBBOCK|33.5756|-101.8418||IH0027
1718,LUBBOCK,LUBBOCK,33.5756,-101.9309,21ST STREET,CHICAGO AVENUE,4152.0,5282.0,1130.0,33.5756,-101.9309,LUBBOCK|LUBBOCK|33.5756|-101.9309|21ST STREET|CHICAGO AVENUE
1719,LUBBOCK,LUBBOCK,33.5757,-101.9044,,MARSHA SHARP FWY,2031.5,372.0,-1659.5,33.5757,-101.9044,LUBBOCK|LUBBOCK|33.5757|-101.9044||MARSHA SHARP FWY
1720,LUBBOCK,LUBBOCK,33.5757,-101.9772,,URBANA PL,1312.0,3816.0,2504.0,33.5757,-101.9772,LUBBOCK|LUBBOCK|33.5757|-101.9772||URBANA PL
1721,LUBBOCK,LUBBOCK,33.5758,-101.8942,,LOUISVILLE AVENUE,1312.0,5385.0,4073.0,33.5758,-101.8942,LUBBOCK|LUBBOCK|33.5758|-101.8942||LOUISVILLE AVENUE
1722,LUBBOCK,LUBBOCK,33.5759,-101.8553,US0062,US0084,4152.0,5670.0,1518.0,33.5759,-101.8553,LUBBOCK|LUBBOCK|33.5759|-101.8553|US0062|US0084
1723,LUBBOCK,LUBBOCK,33.5759,-101.8553,,US0084,4152.0,5574.0,1422.0,33.5759,-101.8553,LUBBOCK|LUBBOCK|33.5759|-101.8553||US0084
1724,LUBBOCK,LUBBOCK,33.5759,-101.8578,,21ST STREET,4152.0,2789.0,-1363.0,33.5759,-101.8578,LUBBOCK|LUBBOCK|33.5759|-101.8578||21ST STREET
1725,LUBBOCK,LUBBOCK,33.5760,-101.8880,21ST STREET,INDIANA AVENUE,4152.0,3357.0,-795.0,33.576,-101.888,LUBBOCK|LUBBOCK|33.5760|-101.8880|21ST STREET|INDIANA AVENUE
1726,LUBBOCK,LUBBOCK,33.5760,-101.9051,,QUAKER AVENUE,4152.0,4464.0,312.0,33.576,-101.9051,LUBBOCK|LUBBOCK|33.5760|-101.9051||QUAKER AVENUE
1727,LUBBOCK,LUBBOCK,33.5761,-101.9039,,MARSHA SHARP FWY,2031.5,367.0,-1664.5,33.5761,-101.9039,LUBBOCK|LUBBOCK|33.5761|-101.9039||MARSHA SHARP FWY
1728,LUBBOCK,LUBBOCK,33.5764,-101.8184,CANYON LAKE DRIVE,MARTIN L KING BOULEVARD,4152.0,1687.0,-2465.0,33.5764,-101.8184,LUBBOCK|LUBBOCK|33.5764|-101.8184|CANYON LAKE DRIVE|MARTIN L KING BOULEVARD
1729,LUBBOCK,LUBBOCK,33.5764,-101.8184,CANYON LAKE DRIVE,MARTIN LUTHER KING JR BOULEVARD,4152.0,2267.0,-1885.0,33.5764,-101.8184,LUBBOCK|LUBBOCK|33.5764|-101.8184|CANYON LAKE DRIVE|MARTIN LUTHER KING JR BOULEVARD
1730,LUBBOCK,LUBBOCK,33.5765,-101.8414,,IH0027,4152.0,5998.0,1846.0,33.5765,-101.8414,LUBBOCK|LUBBOCK|33.5765|-101.8414||IH0027
1731,LUBBOCK,LUBBOCK,33.5767,-101.8630,,AVENUE V,4152.0,4436.0,284.0,33.5767,-101.863,LUBBOCK|LUBBOCK|33.5767|-101.8630||AVENUE V
1732,LUBBOCK,LUBBOCK,33.5767,-101.8751,,BOSTON AVENUE,4152.0,3547.0,-605.0,33.5767,-101.8751,LUBBOCK|LUBBOCK|33.5767|-101.8751||BOSTON AVENUE
1733,LUBBOCK,LUBBOCK,33.5767,-101.9440,,SL0289,4152.0,5970.0,1818.0,33.5767,-101.944,LUBBOCK|LUBBOCK|33.5767|-101.9440||SL0289
1734,LUBBOCK,LUBBOCK,33.5767,-101.9484,,IOLA AVENUE,4152.0,4746.0,594.0,33.5767,-101.9484,LUBBOCK|LUBBOCK|33.5767|-101.9484||IOLA AVENUE
1735,LUBBOCK,LUBBOCK,33.5768,-101.8413,,IH0027,2031.5,3703.0,1671.5,33.5768,-101.8413,LUBBOCK|LUBBOCK|33.5768|-101.8413||IH0027
1736,LUBBOCK,LUBBOCK,33.5769,-101.8883,,20TH STREET,4152.0,3744.0,-408.0,33.5769,-101.8883,LUBBOCK|LUBBOCK|33.5769|-101.8883||20TH STREET
1737,LUBBOCK,LUBBOCK,33.5771,-101.8411,,IH0027,4152.0,6008.0,1856.0,33.5771,-101.8411,LUBBOCK|LUBBOCK|33.5771|-101.8411||IH0027
1738,LUBBOCK,LUBBOCK,33.5774,-101.9017,,MARSHA SHARP FWY,4152.0,5278.0,1126.0,33.5774,-101.9017,LUBBOCK|LUBBOCK|33.5774|-101.9017||MARSHA SHARP FWY
1739,LUBBOCK,LUBBOCK,33.5777,-101.9224,,SLIDE ROAD,4152.0,2535.0,-1617.0,33.5777,-101.9224,LUBBOCK|LUBBOCK|33.5777|-101.9224||SLIDE ROAD
1740,LUBBOCK,LUBBOCK,33.5777,-101.9439,,SL0289,4152.0,5931.0,1779.0,33.5777,-101.9439,LUBBOCK|LUBBOCK|33.5777|-101.9439||SL0289
1741,LUBBOCK,LUBBOCK,33.5777,-102.0091,FM0179,SH0114,99.0,39.0,-60.0,33.5777,-102.0091,LUBBOCK|LUBBOCK|33.5777|-102.0091|FM0179|SH0114
1742,LUBBOCK,LUBBOCK,33.5777,-102.0094,,SH0114,4152.0,2612.0,-1540.0,33.5777,-102.0094,LUBBOCK|LUBBOCK|33.5777|-102.0094||SH0114
1743,LUBBOCK,LUBBOCK,33.5777,-102.0264,SH0114,SS0309,390.5,149.0,-241.5,33.5777,-102.0264,LUBBOCK|LUBBOCK|33.5777|-102.0264|SH0114|SS0309
1744,LUBBOCK,LUBBOCK,33.5778,-101.7877,,SL0289,4152.0,2335.0,-1817.0,33.5778,-101.7877,LUBBOCK|LUBBOCK|33.5778|-101.7877||SL0289
1745,LUBBOCK,LUBBOCK,33.5778,-101.8394,IH0027,US0062,4152.0,1271.0,-2881.0,33.5778,-101.8394,LUBBOCK|LUBBOCK|33.5778|-101.8394|IH0027|US0062
1746,LUBBOCK,LUBBOCK,33.5778,-101.8402,,US0062,4152.0,2241.0,-1911.0,33.5778,-101.8402,LUBBOCK|LUBBOCK|33.5778|-101.8402||US0062
1747,LUBBOCK,LUBBOCK,33.5778,-101.8552,US0062,US0084,4152.0,4310.0,158.0,33.5778,-101.8552,LUBBOCK|LUBBOCK|33.5778|-101.8552|US0062|US0084
1748,LUBBOCK,LUBBOCK,33.5778,-101.8553,US0062,US0084,4.5,2.0,-2.5,33.5778,-101.8553,LUBBOCK|LUBBOCK|33.5778|-101.8553|US0062|US0084
1749,LUBBOCK,LUBBOCK,33.5778,-101.8554,,US0062,4152.0,3546.0,-606.0,33.5778,-101.8554,LUBBOCK|LUBBOCK|33.5778|-101.8554||US0062
1750,LUBBOCK,LUBBOCK,33.5778,-101.8563,,US0062,4152.0,3748.0,-404.0,33.5778,-101.8563,LUBBOCK|LUBBOCK|33.5778|-101.8563||US0062
1751,LUBBOCK,LUBBOCK,33.5778,-101.8564,AVENUE R,US0062,1312.0,5429.0,4117.0,33.5778,-101.8564,LUBBOCK|LUBBOCK|33.5778|-101.8564|AVENUE R|US0062
1752,LUBBOCK,LUBBOCK,33.5778,-101.8573,,US0062,4152.0,5596.0,1444.0,33.5778,-101.8573,LUBBOCK|LUBBOCK|33.5778|-101.8573||US0062
1753,LUBBOCK,LUBBOCK,33.5778,-101.8577,S AVENUE,US0062,4152.0,4545.0,393.0,33.5778,-101.8577,LUBBOCK|LUBBOCK|33.5778|-101.8577|S AVENUE|US0062
1754,LUBBOCK,LUBBOCK,33.5778,-101.8578,,US0062,390.5,3165.0,2774.5,33.5778,-101.8578,LUBBOCK|LUBBOCK|33.5778|-101.8578||US0062
1755,LUBBOCK,LUBBOCK,33.5778,-101.8600,,US0062,4152.0,3779.0,-373.0,33.5778,-101.86,LUBBOCK|LUBBOCK|33.5778|-101.8600||US0062
1756,LUBBOCK,LUBBOCK,33.5778,-101.8619,AVENUE U,US0062,1312.0,3013.0,1701.0,33.5778,-101.8619,LUBBOCK|LUBBOCK|33.5778|-101.8619|AVENUE U|US0062
1757,LUBBOCK,LUBBOCK,33.5778,-101.8619,US0062,US0084,4152.0,3318.0,-834.0,33.5778,-101.8619,LUBBOCK|LUBBOCK|33.5778|-101.8619|US0062|US0084
1758,LUBBOCK,LUBBOCK,33.5778,-101.8634,,US0062,4152.0,5638.0,1486.0,33.5778,-101.8634,LUBBOCK|LUBBOCK|33.5778|-101.8634||US0062
1759,LUBBOCK,LUBBOCK,33.5778,-101.8639,,US0062,4152.0,3994.0,-158.0,33.5778,-101.8639,LUBBOCK|LUBBOCK|33.5778|-101.8639||US0062
1760,LUBBOCK,LUBBOCK,33.5778,-101.8640,AVENUE V,US0062,1312.0,3009.0,1697.0,33.5778,-101.864,LUBBOCK|LUBBOCK|33.5778|-101.8640|AVENUE V|US0062
1761,LUBBOCK,LUBBOCK,33.5778,-101.8649,,US0062,4152.0,5561.0,1409.0,33.5778,-101.8649,LUBBOCK|LUBBOCK|33.5778|-101.8649||US0062
1762,LUBBOCK,LUBBOCK,33.5778,-101.8651,US0062,US0084,4152.0,4828.0,676.0,33.5778,-101.8651,LUBBOCK|LUBBOCK|33.5778|-101.8651|US0062|US0084
1763,LUBBOCK,LUBBOCK,33.5778,-101.8659,,US0062,4152.0,5300.0,1148.0,33.5778,-101.8659,LUBBOCK|LUBBOCK|33.5778|-101.8659||US0062
1764,LUBBOCK,LUBBOCK,33.5778,-101.8660,,US0062,4152.0,4677.0,525.0,33.5778,-101.866,LUBBOCK|LUBBOCK|33.5778|-101.8660||US0062
1765,LUBBOCK,LUBBOCK,33.5778,-101.8661,,US0062,4152.0,3373.0,-779.0,33.5778,-101.8661,LUBBOCK|LUBBOCK|33.5778|-101.8661||US0062
1766,LUBBOCK,LUBBOCK,33.5778,-101.8662,US0062,W AVENUE,4152.0,3847.0,-305.0,33.5778,-101.8662,LUBBOCK|LUBBOCK|33.5778|-101.8662|US0062|W AVENUE
1767,LUBBOCK,LUBBOCK,33.5778,-101.8662,,US0062,4152.0,3916.0,-236.0,33.5778,-101.8662,LUBBOCK|LUBBOCK|33.5778|-101.8662||US0062
1768,LUBBOCK,LUBBOCK,33.5778,-101.8677,,US0062,4152.0,2831.0,-1321.0,33.5778,-101.8677,LUBBOCK|LUBBOCK|33.5778|-101.8677||US0062
1769,LUBBOCK,LUBBOCK,33.5778,-101.8683,AVENUE X,US0062,4152.0,5623.0,1471.0,33.5778,-101.8683,LUBBOCK|LUBBOCK|33.5778|-101.8683|AVENUE X|US0062
1770,LUBBOCK,LUBBOCK,33.5778,-101.8685,,US0062,4152.0,4716.0,564.0,33.5778,-101.8685,LUBBOCK|LUBBOCK|33.5778|-101.8685||US0062
1771,LUBBOCK,LUBBOCK,33.5778,-101.9112,,SH0114,390.5,4366.0,3975.5,33.5778,-101.9112,LUBBOCK|LUBBOCK|33.5778|-101.9112||SH0114
1772,LUBBOCK,LUBBOCK,33.5778,-101.9115,,SH0114,4152.0,4111.0,-41.0,33.5778,-101.9115,LUBBOCK|LUBBOCK|33.5778|-101.9115||SH0114
1773,LUBBOCK,LUBBOCK,33.5778,-101.9167,SH0114,VICKSBURG AVENUE,1312.0,231.0,-1081.0,33.5778,-101.9167,LUBBOCK|LUBBOCK|33.5778|-101.9167|SH0114|VICKSBURG AVENUE
1774,LUBBOCK,LUBBOCK,33.5778,-101.9171,,SH0114,390.5,5746.0,5355.5,33.5778,-101.9171,LUBBOCK|LUBBOCK|33.5778|-101.9171||SH0114
1775,LUBBOCK,LUBBOCK,33.5778,-101.9219,SH0114,SLIDE ROAD,4152.0,4514.0,362.0,33.5778,-101.9219,LUBBOCK|LUBBOCK|33.5778|-101.9219|SH0114|SLIDE ROAD
1776,LUBBOCK,LUBBOCK,33.5778,-101.9224,SH0114,SLIDE ROAD,32.0,21.0,-11.0,33.5778,-101.9224,LUBBOCK|LUBBOCK|33.5778|-101.9224|SH0114|SLIDE ROAD
1777,LUBBOCK,LUBBOCK,33.5778,-101.9224,SH0114,US0062,32.0,107.0,75.0,33.5778,-101.9224,LUBBOCK|LUBBOCK|33.5778|-101.9224|SH0114|US0062
1778,LUBBOCK,LUBBOCK,33.5778,-101.9255,,SH0114,4152.0,5733.0,1581.0,33.5778,-101.9255,LUBBOCK|LUBBOCK|33.5778|-101.9255||SH0114
1779,LUBBOCK,LUBBOCK,33.5778,-101.9257,,SH0114,1312.0,5523.0,4211.0,33.5778,-101.9257,LUBBOCK|LUBBOCK|33.5778|-101.9257||SH0114
1780,LUBBOCK,LUBBOCK,33.5778,-101.9281,BANGOR AVENUE,SH0114,4152.0,5632.0,1480.0,33.5778,-101.9281,LUBBOCK|LUBBOCK|33.5778|-101.9281|BANGOR AVENUE|SH0114
1781,LUBBOCK,LUBBOCK,33.5778,-101.9289,BRENTWOOD CIR,SH0114,4152.0,5772.0,1620.0,33.5778,-101.9289,LUBBOCK|LUBBOCK|33.5778|-101.9289|BRENTWOOD CIR|SH0114
1782,LUBBOCK,LUBBOCK,33.5778,-101.9307,,SH0114,1312.0,5634.0,4322.0,33.5778,-101.9307,LUBBOCK|LUBBOCK|33.5778|-101.9307||SH0114
1783,LUBBOCK,LUBBOCK,33.5778,-101.9311,CHICAGO AVENUE,SH0114,135.5,71.0,-64.5,33.5778,-101.9311,LUBBOCK|LUBBOCK|33.5778|-101.9311|CHICAGO AVENUE|SH0114
1784,LUBBOCK,LUBBOCK,33.5778,-101.9324,,SH0114,4152.0,3983.0,-169.0,33.5778,-101.9324,LUBBOCK|LUBBOCK|33.5778|-101.9324||SH0114
1785,LUBBOCK,LUBBOCK,33.5778,-101.9338,,SH0114,4152.0,5427.0,1275.0,33.5778,-101.9338,LUBBOCK|LUBBOCK|33.5778|-101.9338||SH0114
1786,LUBBOCK,LUBBOCK,33.5778,-101.9339,DOVER AVENUE,SH0114,2031.5,509.0,-1522.5,33.5778,-101.9339,LUBBOCK|LUBBOCK|33.5778|-101.9339|DOVER AVENUE|SH0114
1787,LUBBOCK,LUBBOCK,33.5778,-101.9339,SH0114,SL0289,4152.0,4037.0,-115.0,33.5778,-101.9339,LUBBOCK|LUBBOCK|33.5778|-101.9339|SH0114|SL0289
1788,LUBBOCK,LUBBOCK,33.5778,-101.9356,EILEEN BOULEVARD,SH0114,4152.0,4600.0,448.0,33.5778,-101.9356,LUBBOCK|LUBBOCK|33.5778|-101.9356|EILEEN BOULEVARD|SH0114
1789,LUBBOCK,LUBBOCK,33.5778,-101.9356,SH0114,SL0289,4152.0,4846.0,694.0,33.5778,-101.9356,LUBBOCK|LUBBOCK|33.5778|-101.9356|SH0114|SL0289
1790,LUBBOCK,LUBBOCK,33.5778,-101.9393,,SH0114,4152.0,5548.0,1396.0,33.5778,-101.9393,LUBBOCK|LUBBOCK|33.5778|-101.9393||SH0114
1791,LUBBOCK,LUBBOCK,33.5778,-101.9398,FRANKFORD AVENUE,SH0114,99.0,53.0,-46.0,33.5778,-101.9398,LUBBOCK|LUBBOCK|33.5778|-101.9398|FRANKFORD AVENUE|SH0114
1792,LUBBOCK,LUBBOCK,33.5778,-101.9398,,SH0114,4152.0,4657.0,505.0,33.5778,-101.9398,LUBBOCK|LUBBOCK|33.5778|-101.9398||SH0114
1793,LUBBOCK,LUBBOCK,33.5778,-101.9404,,SH0114,4152.0,5524.0,1372.0,33.5778,-101.9404,LUBBOCK|LUBBOCK|33.5778|-101.9404||SH0114
1794,LUBBOCK,LUBBOCK,33.5778,-101.9423,SH0114,SL0289,1312.0,4107.0,2795.0,33.5778,-101.9423,LUBBOCK|LUBBOCK|33.5778|-101.9423|SH0114|SL0289
1795,LUBBOCK,LUBBOCK,33.5778,-101.9439,SH0114,SL0289,8.0,4.0,-4.0,33.5778,-101.9439,LUBBOCK|LUBBOCK|33.5778|-101.9439|SH0114|SL0289
1796,LUBBOCK,LUBBOCK,33.5778,-101.9439,,SL0289,4152.0,5999.0,1847.0,33.5778,-101.9439,LUBBOCK|LUBBOCK|33.5778|-101.9439||SL0289
1797,LUBBOCK,LUBBOCK,33.5778,-101.9447,SH0114,SL0289,4152.0,5817.0,1665.0,33.5778,-101.9447,LUBBOCK|LUBBOCK|33.5778|-101.9447|SH0114|SL0289
1798,LUBBOCK,LUBBOCK,33.5778,-101.9468,IOLA AVENUE,SH0114,4152.0,5897.0,1745.0,33.5778,-101.9468,LUBBOCK|LUBBOCK|33.5778|-101.9468|IOLA AVENUE|SH0114
1799,LUBBOCK,LUBBOCK,33.5778,-101.9481,,SH0114,4152.0,5909.0,1757.0,33.5778,-101.9481,LUBBOCK|LUBBOCK|33.5778|-101.9481||SH0114
1800,LUBBOCK,LUBBOCK,33.5778,-101.9482,,SH0114,4152.0,5827.0,1675.0,33.5778,-101.9482,LUBBOCK|LUBBOCK|33.5778|-101.9482||SH0114
1801,LUBBOCK,LUBBOCK,33.5778,-101.9483,,SH0114,4152.0,5913.0,1761.0,33.5778,-101.9483,LUBBOCK|LUBBOCK|33.5778|-101.9483||SH0114
1802,LUBBOCK,LUBBOCK,33.5778,-101.9484,IOLA AVENUE,SH0114,669.0,218.0,-451.0,33.5778,-101.9484,LUBBOCK|LUBBOCK|33.5778|-101.9484|IOLA AVENUE|SH0114
1803,LUBBOCK,LUBBOCK,33.5778,-101.9501,,SH0114,4152.0,5892.0,1740.0,33.5778,-101.9501,LUBBOCK|LUBBOCK|33.5778|-101.9501||SH0114
1804,LUBBOCK,LUBBOCK,33.5778,-101.9507,,SH0114,1312.0,5837.0,4525.0,33.5778,-101.9507,LUBBOCK|LUBBOCK|33.5778|-101.9507||SH0114
1805,LUBBOCK,LUBBOCK,33.5778,-101.9509,,SH0114,390.5,5850.0,5459.5,33.5778,-101.9509,LUBBOCK|LUBBOCK|33.5778|-101.9509||SH0114
1806,LUBBOCK,LUBBOCK,33.5778,-101.9523,,SH0114,2031.5,998.0,-1033.5,33.5778,-101.9523,LUBBOCK|LUBBOCK|33.5778|-101.9523||SH0114
1807,LUBBOCK,LUBBOCK,33.5778,-101.9524,,SH0114,2031.5,568.0,-1463.5,33.5778,-101.9524,LUBBOCK|LUBBOCK|33.5778|-101.9524||SH0114
1808,LUBBOCK,LUBBOCK,33.5778,-101.9526,,SH0114,2031.5,814.0,-1217.5,33.5778,-101.9526,LUBBOCK|LUBBOCK|33.5778|-101.9526||SH0114
1809,LUBBOCK,LUBBOCK,33.5778,-101.9531,,SH0114,2031.5,619.0,-1412.5,33.5778,-101.9531,LUBBOCK|LUBBOCK|33.5778|-101.9531||SH0114
1810,LUBBOCK,LUBBOCK,33.5778,-101.9544,LA SALLE AVENUE,SH0114,2031.5,515.0,-1516.5,33.5778,-101.9544,LUBBOCK|LUBBOCK|33.5778|-101.9544|LA SALLE AVENUE|SH0114
1811,LUBBOCK,LUBBOCK,33.5778,-101.9549,,SH0114,4152.0,5914.0,1762.0,33.5778,-101.9549,LUBBOCK|LUBBOCK|33.5778|-101.9549||SH0114
1812,LUBBOCK,LUBBOCK,33.5778,-101.9562,,SH0114,4152.0,5822.0,1670.0,33.5778,-101.9562,LUBBOCK|LUBBOCK|33.5778|-101.9562||SH0114
1813,LUBBOCK,LUBBOCK,33.5778,-101.9568,,SH0114,2031.5,672.0,-1359.5,33.5778,-101.9568,LUBBOCK|LUBBOCK|33.5778|-101.9568||SH0114
1814,LUBBOCK,LUBBOCK,33.5778,-101.9572,MILWAUKEE AVENUE,SH0114,43.5,67.0,23.5,33.5778,-101.9572,LUBBOCK|LUBBOCK|33.5778|-101.9572|MILWAUKEE AVENUE|SH0114
1815,LUBBOCK,LUBBOCK,33.5778,-101.9572,SH0114,SL0289,4152.0,5832.0,1680.0,33.5778,-101.9572,LUBBOCK|LUBBOCK|33.5778|-101.9572|SH0114|SL0289
1816,LUBBOCK,LUBBOCK,33.5778,-101.9575,,SH0114,2031.5,906.0,-1125.5,33.5778,-101.9575,LUBBOCK|LUBBOCK|33.5778|-101.9575||SH0114
1817,LUBBOCK,LUBBOCK,33.5778,-101.9577,,SH0114,4152.0,5802.0,1650.0,33.5778,-101.9577,LUBBOCK|LUBBOCK|33.5778|-101.9577||SH0114
1818,LUBBOCK,LUBBOCK,33.5778,-101.9592,,SH0114,4152.0,5869.0,1717.0,33.5778,-101.9592,LUBBOCK|LUBBOCK|33.5778|-101.9592||SH0114
1819,LUBBOCK,LUBBOCK,33.5778,-101.9615,,SH0114,4152.0,5863.0,1711.0,33.5778,-101.9615,LUBBOCK|LUBBOCK|33.5778|-101.9615||SH0114
1820,LUBBOCK,LUBBOCK,33.5778,-101.9642,SH0114,SL0289,1312.0,5810.0,4498.0,33.5778,-101.9642,LUBBOCK|LUBBOCK|33.5778|-101.9642|SH0114|SL0289
1821,LUBBOCK,LUBBOCK,33.5778,-101.9643,SH0114,SL0289,4152.0,5868.0,1716.0,33.5778,-101.9643,LUBBOCK|LUBBOCK|33.5778|-101.9643|SH0114|SL0289
1822,LUBBOCK,LUBBOCK,33.5778,-101.9744,SH0114,SL0289,4152.0,4228.0,76.0,33.5778,-101.9744,LUBBOCK|LUBBOCK|33.5778|-101.9744|SH0114|SL0289
1823,LUBBOCK,LUBBOCK,33.5778,-101.9744,SH0114,UPLAND AVENUE,2031.5,429.0,-1602.5,33.5778,-101.9744,LUBBOCK|LUBBOCK|33.5778|-101.9744|SH0114|UPLAND AVENUE
1824,LUBBOCK,LUBBOCK,33.5778,-101.9745,SH0114,UPLAND AVENUE,4152.0,5578.0,1426.0,33.5778,-101.9745,LUBBOCK|LUBBOCK|33.5778|-101.9745|SH0114|UPLAND AVENUE
1825,LUBBOCK,LUBBOCK,33.5778,-101.9751,,SH0114,4152.0,5493.0,1341.0,33.5778,-101.9751,LUBBOCK|LUBBOCK|33.5778|-101.9751||SH0114
1826,LUBBOCK,LUBBOCK,33.5778,-101.9807,,SH0114,4152.0,4095.0,-57.0,33.5778,-101.9807,LUBBOCK|LUBBOCK|33.5778|-101.9807||SH0114
1827,LUBBOCK,LUBBOCK,33.5778,-101.9831,,SH0114,4152.0,5332.0,1180.0,33.5778,-101.9831,LUBBOCK|LUBBOCK|33.5778|-101.9831||SH0114
1828,LUBBOCK,LUBBOCK,33.5778,-101.9908,,SH0114,4152.0,4092.0,-60.0,33.5778,-101.9908,LUBBOCK|LUBBOCK|33.5778|-101.9908||SH0114
1829,LUBBOCK,LUBBOCK,33.5778,-101.9918,ALCOVE AVENUE,SH0114,4152.0,5665.0,1513.0,33.5778,-101.9918,LUBBOCK|LUBBOCK|33.5778|-101.9918|ALCOVE AVENUE|SH0114
1830,LUBBOCK,LUBBOCK,33.5778,-101.9931,,SH0114,4152.0,4389.0,237.0,33.5778,-101.9931,LUBBOCK|LUBBOCK|33.5778|-101.9931||SH0114
1831,LUBBOCK,LUBBOCK,33.5778,-101.9934,,SH0114,390.5,5560.0,5169.5,33.5778,-101.9934,LUBBOCK|LUBBOCK|33.5778|-101.9934||SH0114
1832,LUBBOCK,LUBBOCK,33.5778,-102.0000,,19TH STREET,1312.0,2421.0,1109.0,33.5778,-102.0,LUBBOCK|LUBBOCK|33.5778|-102.0000||19TH STREET
1833,LUBBOCK,LUBBOCK,33.5778,-102.0124,,SH0114,4152.0,3725.0,-427.0,33.5778,-102.0124,LUBBOCK|LUBBOCK|33.5778|-102.0124||SH0114
1834,LUBBOCK,LUBBOCK,33.5779,-101.8049,,E 19TH STREET,390.5,1440.0,1049.5,33.5779,-101.8049,LUBBOCK|LUBBOCK|33.5779|-101.8049||E 19TH STREET
1835,LUBBOCK,LUBBOCK,33.5779,-101.8359,,US0062,4152.0,1367.0,-2785.0,33.5779,-101.8359,LUBBOCK|LUBBOCK|33.5779|-101.8359||US0062
1836,LUBBOCK,LUBBOCK,33.5779,-101.8364,AVENUE A,US0062,4152.0,5090.0,938.0,33.5779,-101.8364,LUBBOCK|LUBBOCK|33.5779|-101.8364|AVENUE A|US0062
1837,LUBBOCK,LUBBOCK,33.5779,-101.8407,IH0027,US0062,11.5,48.0,36.5,33.5779,-101.8407,LUBBOCK|LUBBOCK|33.5779|-101.8407|IH0027|US0062
1838,LUBBOCK,LUBBOCK,33.5779,-101.8409,US0062,US0087,4152.0,2388.0,-1764.0,33.5779,-101.8409,LUBBOCK|LUBBOCK|33.5779|-101.8409|US0062|US0087
1839,LUBBOCK,LUBBOCK,33.5779,-101.8421,AVENUE F,US0062,4152.0,1919.0,-2233.0,33.5779,-101.8421,LUBBOCK|LUBBOCK|33.5779|-101.8421|AVENUE F|US0062
1840,LUBBOCK,LUBBOCK,33.5779,-101.8444,BUDDY HOLLY AVENUE,US0062,4152.0,3665.0,-487.0,33.5779,-101.8444,LUBBOCK|LUBBOCK|33.5779|-101.8444|BUDDY HOLLY AVENUE|US0062
1841,LUBBOCK,LUBBOCK,33.5779,-101.8446,BUDDY HOLLY AVENUE,US0062,4152.0,2832.0,-1320.0,33.5779,-101.8446,LUBBOCK|LUBBOCK|33.5779|-101.8446|BUDDY HOLLY AVENUE|US0062
1842,LUBBOCK,LUBBOCK,33.5779,-101.8454,,US0062,4152.0,4431.0,279.0,33.5779,-101.8454,LUBBOCK|LUBBOCK|33.5779|-101.8454||US0062
1843,LUBBOCK,LUBBOCK,33.5779,-101.8478,AVENUE K,US0062,4152.0,3674.0,-478.0,33.5779,-101.8478,LUBBOCK|LUBBOCK|33.5779|-101.8478|AVENUE K|US0062
1844,LUBBOCK,LUBBOCK,33.5779,-101.8486,,US0062,4152.0,4774.0,622.0,33.5779,-101.8486,LUBBOCK|LUBBOCK|33.5779|-101.8486||US0062
1845,LUBBOCK,LUBBOCK,33.5779,-101.8487,,US0062,4152.0,3970.0,-182.0,33.5779,-101.8487,LUBBOCK|LUBBOCK|33.5779|-101.8487||US0062
1846,LUBBOCK,LUBBOCK,33.5779,-101.8489,AVENUE L,US0062,4152.0,4205.0,53.0,33.5779,-101.8489,LUBBOCK|LUBBOCK|33.5779|-101.8489|AVENUE L|US0062
1847,LUBBOCK,LUBBOCK,33.5779,-101.8520,,US0062,4152.0,2461.0,-1691.0,33.5779,-101.852,LUBBOCK|LUBBOCK|33.5779|-101.8520||US0062
